t1_CustomerID,ratio,virus_event_count,total_event_count
b8a398b557fab81a8e66dd3b3dac25d1,0.015625,1,64
18a2704cbc72805f15e7520501fc023a,0.015625,1,64
fc12a8605519d5db7ddbbc2e35e2c0c4,0.015625,1,64
71a01ebb3b229f811f2a8211cb8c20d8,0.015625,1,64
088a37540d7f4ec467280fae3b8b117c,0.03125,1,32
791d2b6ac7af47ba68333d0a63c4ceae,0.03125,1,32
de83d99076e1a8074ac47d982b040bd8,0.03125,1,32
4c89e06db5ff7ab321f02e65c73405c8,0.03125,1,32
912e5733a3d17e34e194b4416d75e58a,0.0625,1,16
ec532a9f90ac572a8b1ae94183d61c2e,0.0625,1,16
3e3f52b2f80eb6838851c0a1d92ddbd7,0.0625,1,16
a4977a5db16dd1a4320b3f503e3c1f35,0.0625,1,16
54ad771331aaafba892fee4f7e20c62b,0.0625,1,16
771300f400a783c4b456a507057ee10c,0.0625,1,16
87b270933933bd14b731df2ac5da27c5,0.0625,1,16
1da8a12af489af33252e5ac967a2df65,0.0625,1,16
b9ad1516547898ae5f5d4bd0c97a7a8f,0.0625,1,16
127ece2e4ae7555573dc9acd9243ccae,0.0625,1,16
657aebd004d5eee00a9f7d675239da86,0.0625,1,16
aa8e0f1ac36163e5ee8c480fa65c108a,0.0625,1,16
047cfcf193a4831187cc519ce41cdb3f,0.0625,1,16
2184d727f83e19854b2ceae9ec371c22,0.0625,1,16
f1e985fae2128b0a8a4d54a3b8c9b671,0.0625,1,16
a009e52e9be874a3b13983c55c1587e2,0.0625,1,16
45d114987e8831a303a849876a3983fb,0.0625,1,16
c7a2ffcd051b2522e30c75692dda510f,0.0625,1,16
38dda05709750544f38cb3c3cb54bb01,0.0625,1,16
5ab4f3aa70ae1c2fe33dc00cdd986e59,0.0625,1,16
0bb23ae955f3426d7232797cc6bc57e7,0.0625,1,16
99a910c3d83ede3711083ca495599b4a,0.0625,1,16
48efa7688203b973167de0a56f46224a,0.0625,1,16
f039ec8557ded2c9375b7c7616926552,0.0625,1,16
f08bc6711b05b0fb53732cf027a3aef4,0.0625,1,16
1f103873b5410a3d095e1794bfdbd16c,0.0625,1,16
9a9e94962d1d09a8f87b40868af549aa,0.0625,1,16
c228ac42b62736da353e304e180450e6,0.0625,1,16
2d495371fc3ef13d22e1bcb15440ab27,0.0625,1,16
0739d5f6dccc189a03c294c2fb945959,0.0625,1,16
3da473b6a01e82836357f3bf3c786732,0.0625,1,16
345f810f03cb94456e44bcfcce90cde2,0.0625,1,16
77c6087bc4184e42b5b3838af7e7a9aa,0.0625,1,16
1850c8c16bcf58dde4208d02006ed48b,0.0625,1,16
088a9b06b4112fc4711c638ec0525552,0.0625,1,16
26b50ec4be911ca5359459fcf9e62fb8,0.0625,1,16
3ca4ada39b7dc153f3b72b8431701269,0.0625,1,16
7bfbeac450fdffc6c9aeafe038587306,0.0625,1,16
fea2973a97d16f696ed2c747d9921698,0.0625,1,16
1b29f1b9829a7743142981f3b50f047a,0.0625,1,16
be2d798bba5ec7c220d9dd8961c02c7c,0.0625,1,16
a7737a055aae9ad14913cf2c14026325,0.0625,1,16
34a41484061c5fa66b5fb95b12d51778,0.0625,1,16
e00efea45155e091540df78af406f0fb,0.0625,1,16
da63182122be2c003cb6f496a623947c,0.0625,1,16
ddd02f2b2185d880fecc0b892a1de37a,0.0625,1,16
2c0282fa33aa4d04abfaeef7d3326903,0.0625,1,16
3c6aa47659625d930c71d16de5c83235,0.0625,1,16
5ba7b768ee9f926bd415eaec714fc40d,0.0625,1,16
b46a97de49fab1bba52e907534c20505,0.0625,1,16
cf1d551e3778e6f0dcd73dd2c86ee69d,0.0625,1,16
fa30f34a00a7c9b74cb27d04125f7f7e,0.0625,1,16
ff79d58ec2d32f8249171ab7ce52045f,0.0625,1,16
103f071e408c6019a2688d790ed8341e,0.125,1,8
b5ff022e391a332743dcb89008beafc5,0.125,1,8
f0b2028ef5b12a811d8d4de8b9a96e0b,0.125,1,8
9f0bf6ac7c8c641fba428e807c432df6,0.125,1,8
ac13499e0827893544f28aaedb937948,0.125,1,8
40e48545df3459f169a11131b212b822,0.125,1,8
d50ea65e8ef81640e6fa95130afcf483,0.125,1,8
6466df271bcead498c758712b6255626,0.125,1,8
e368df46c110bad56ce286b2de2fa3bd,0.125,1,8
962eaae2b4b5f1f54365a6655ef27984,0.125,1,8
9f514930b6e5d9add75808bc76912a55,0.125,1,8
c02fdca554d82b0f5b046e35f3654b7a,0.125,1,8
f4b22d84bedc8e8a02a1d16df6e34d79,0.125,1,8
9a157898e3099454863052ee60457e9a,0.125,1,8
8990221f0d5f98a41807dd55da06564f,0.125,1,8
796ea2ad98d74f61610a12b1d8bd5bd0,0.125,1,8
f3b6c5086a426745aceeeb3161631a22,0.125,1,8
7323ebf4a7d6bbca6fc48e7b4dc828e7,0.125,1,8
d5310a48e51fa9149fc6d5c5d1812bcf,0.125,1,8
58e70fd59a0c70f855fb2124ef3e3876,0.125,1,8
2b89083e64c4a5e65e16f39e528a4d7e,0.125,1,8
3d42497d570032f9141c14cc8a1d5ac3,0.125,1,8
703bb5446b2d0908c2165476674fbeee,0.125,1,8
9f81bb794c60680732cff8c364dc6d98,0.125,1,8
c710bd8fafeef72f6e6b8070cd881b24,0.125,1,8
3324649b98909b7b75fe8a6eb830f518,0.125,1,8
38343ce5935f94a90bd77a321570ce10,0.125,1,8
568d8c904ef75258ef22b3f238798525,0.125,1,8
c35d913b7287701c76526d2a85e89148,0.125,1,8
199db3e14e1f34d157e93c4d556415d2,0.125,1,8
7613e2f4ccdd53b47f338b780a28c742,0.125,1,8
e0877e1238fa3b97ad034d1276b9007a,0.125,1,8
fd6189d43817196520cfd517605b8f6c,0.125,1,8
a8f55f0802ee347c2b282ed50a7081f8,0.125,1,8
cdaa6d81f0ac591e2516c9ea59bd4468,0.125,1,8
f67fe9c27e317dcbee6e811b75361b0b,0.125,1,8
21e00f6621348f3612eff65eab7efc23,0.125,1,8
a38201df63a74b27c0920f74c162c5dc,0.125,1,8
f571628c19119f276a6929bd54ee15ee,0.125,1,8
6bf9fc9b0e673cca36543467777cd3c6,0.125,1,8
d990b5425991ee91764ddcad7f5a11db,0.125,1,8
bb0ab8596d6d00d52761049e701247f1,0.125,1,8
67e3c651d5e167a58e1a02bcde2fd6e1,0.125,1,8
ef3f238889b47f3d874c2a4686a39c92,0.125,1,8
a279fc0c85c71c9ad03e857adbf3a636,0.125,1,8
9f00ce28d27d3a80cccf6f42920b3573,0.125,1,8
834c43b1656e9a1bb83e7ed221c217c3,0.125,1,8
52d5fc3cf295faa58d9dab2a58c9a729,0.125,1,8
49ad601000508246049670c9c8d87f0e,0.125,1,8
44c5609ad6b79f62cc235265b3426696,0.125,1,8
8cb1f58b07297e4aebe6e51f4335b20a,0.125,1,8
4dceaf91bbdf67dfd0cd2cb9c6c7e9b4,0.125,1,8
b873516789c31dc1e744eddef65c46d5,0.125,1,8
