t1_CustomerID,ratio,virus_event_count,total_event_count
cf6fd40d71d605a5a8f30d453e5c1192,0.015625,1,64
e8ab7f8c853a38e83600a7ab17fa2e02,0.03125,1,32
d56635edbd79d92f8c0b1935ed1b6d53,0.03125,1,32
142a0c47b73752af766077b6e0c342d1,0.03125,1,32
3e3cca10681f3755db9ef32e9f5b8b00,0.03125,1,32
098a199e19843cf613ac47df3064b124,0.03125,1,32
0dbc16e0d2917f6072e12ac4ea4a662f,0.03125,1,32
af5d889d926ac2642014cb5f81c8a410,0.03125,1,32
dec9dc5d28364710355a9c8eb16e2ced,0.03125,1,32
81d3b939fcbe358972d2619a62fb442e,0.0625,1,16
90fb94a237674871aa8fd844040dc90f,0.0625,1,16
eff1774e450a137322fc0bae70308904,0.0625,1,16
f4daf2d1f431ce4e88044e35368f71d5,0.0625,1,16
c39e8f7a1459f214320702bf050f2562,0.0625,1,16
5704c07339fe78068a423288e64ca4a3,0.0625,1,16
ad76a08cae8539379b631b067e98b5fc,0.0625,1,16
dc7525a3f7899866d093c679b4e7f753,0.0625,1,16
f0fa6be4a064fde80d28110e68daed57,0.0625,1,16
a505b373c38813bfbca8dcba434798f3,0.0625,1,16
ffccc7f6c43cc8cd37cb635178e3a3c6,0.0625,1,16
cfc60d8dbe4926e14945e67858a22f2c,0.0625,1,16
876e84a33ae0cfad19179b8580db2f43,0.0625,1,16
b605d69651c877889282d113fc66b88e,0.0625,1,16
ee4e9cf211edb9e05c0dd8c52f73ccc3,0.0625,1,16
4a87eae2b69a4bea586f787948552777,0.0625,1,16
1b87113ae83e598c3b836e1fab9a453c,0.0625,1,16
30a70911de26c8b7f14565743f545b1a,0.0625,1,16
8f9df2ed2a0ee66e56c0e00eb060fc06,0.0625,1,16
ca23cad7dd155cd52dbc975967f72d4f,0.0625,1,16
d1626e2377a81628ee7a7311960fdf24,0.0625,1,16
5a32dc8852f921220aafd09e90c420fb,0.0625,1,16
6b0fe3583c2e208cdaeee49ff005ce4f,0.0625,1,16
c1d716c496320aeccffb02914a3bcfb5,0.0625,1,16
48f1b5408903fb64a1761618362c2b7e,0.0625,1,16
5cf2ffd31146c6734734334d6431a5fd,0.0625,1,16
fd428ad24e25a49b8e69e7248695ff99,0.0625,1,16
