t1_CustomerID,ratio,virus_event_count,total_event_count
ad229c77521040cc9b91ab9e991aaad9,0.015625,1,64
2ec5002dd2deee89b0c025b7fe788b82,0.03125,1,32
f0375edb4cf1febba0c6c65cd9190fe0,0.03125,1,32
3a91ab56a249e0e7f6335f486bac87f1,0.0625,1,16
4f9091f4d23d54bb16fda61d044e7037,0.0625,1,16
f6a6935c72ecd7fb4918cd04974c2e6f,0.0625,1,16
a18664c584de37cefa25ba6d813b8b5c,0.0625,1,16
2a165a9f0372e67bf2feabb567d1d829,0.0625,1,16
6a2dead478ff6a5e91221cf25c21dab5,0.0625,1,16
0adef26c119b2be8ff104547a66e7048,0.0625,1,16
ea95aebe3afec085039045180665e054,0.0625,1,16
9bc4c563788b84696feca4199c4b3150,0.0625,1,16
1a4171197bb2962c847f0c8b746c927e,0.0625,1,16
9df14d2e4fef027734808675078018f2,0.0625,1,16
cf608648fe0fee71f3e73246756fa704,0.0625,1,16
d9b5f4006616f0b0ef5028a3f126e368,0.0625,1,16
f7985cfb382872d6d2ba3c62bf0af76b,0.0625,1,16
e94e729b59c9710b2cac7c0a89161a78,0.0625,1,16
e29670216f3ca3c48f94df29b8025060,0.0625,1,16
03923e3202a89d91ca38cef8a448da3f,0.0625,1,16
402e29e2d6e8b580a7049c9d54108f9c,0.0625,1,16
a3dff4beddd142aa23f91dd83af82b59,0.0625,1,16
3b3cdce4b43c252f934a539b314562ef,0.0625,1,16
71ef6632e6de3889aeada99e2d52a5fe,0.0625,1,16
a8524a7125f1318c0bc2c6b9c1e539c7,0.0625,1,16
197b660021474c0326a1acb774cacf83,0.0625,1,16
ae42bac17f34d0e97128222a73442017,0.0625,1,16
01016d8d32818d2c9be693e4cdc1721a,0.0625,1,16
024e5648da9568d5041626ba79148495,0.0625,1,16
b4006733e487fc0f941d4f0c5f995086,0.0625,1,16
90e58da12d21643748d8a1d022c567fe,0.0625,1,16
43664e4c34120e4e23ab915e17d3fcf4,0.0625,1,16
b13b5e0fc1543371d68712fc8c600ee7,0.0625,1,16
42994fc45733dfad877a408bc21e135d,0.0625,1,16
4f1a8a451254843a8810b7c295cf83b1,0.0625,1,16
4fd0f6954605d0741886b82e03229b75,0.0625,1,16
0d6370b86bdf54c0425f17c1e867581b,0.0625,1,16
2ee98ac9dc58234ea0a746fccd8776a5,0.0625,1,16
dc436664c33bf708826f4dbdc13ae76a,0.0625,1,16
d0ffb13572ced300b0211cd87136103f,0.0625,1,16
64a45d1d5c768e71fa6c0c2e5b535551,0.0625,1,16
ad435ec17b7b65d5aa724268f8d9a789,0.0625,1,16
7aad3009204a250e06a57be1851da816,0.125,1,8
42368ff19a0116e2ae2417ea004e5086,0.125,1,8
ef8f846bac51f9282fea4ce279d7bea3,0.125,1,8
f73c388efb755d3be15f3f5c9f2fb534,0.125,1,8
630a560cdc7ac5e539970e9cd488c536,0.125,1,8
9f187cd1cdc7fa3008bed23c6f59ed0a,0.125,1,8
29431c3ae5af36af9af2a1e5bc245e73,0.125,1,8
9a5347144f5ca747f3f6153dd49c8944,0.125,1,8
297e9b9874f9e79c5f5ebc9c3083efa1,0.125,1,8
afe0405533c04c353e51f7ca2e666b5a,0.125,1,8
62697042c4711ce1887a04374c3d4de5,0.125,1,8
85ddea37345a078b22fb379bc95def98,0.125,1,8
7890d76624d97481411655fc95d3a340,0.125,1,8
955c670e629b6287e9324b5127eb1dd8,0.125,1,8
e79e56940e7cc719a6aca84e5bf417ad,0.125,1,8
bdeb230188a5ab7dddbba776a21a0c08,0.125,1,8
828adc05f2ca3342f9a543e995f0d8e1,0.125,1,8
c9ba562a5672a84abf2e72b8c40e3879,0.125,1,8
d4c77ff763ae8642641e4b567ea0a1fa,0.125,1,8
c23acb534821a9e4032569ee8de6f630,0.125,1,8
6fb0860978ef450cb3234eaa1a4813bd,0.125,1,8
3a696ec8c310c0001ce53e863f5bec12,0.125,1,8
86b67d125c3dd0a95bc86de7b6f591d3,0.125,1,8
5f961a0abb6917d500d8718f53616424,0.125,1,8
d1aab4f2b34aee853c3ea69f511e7050,0.125,1,8
9cd64f24613c6706fae5de8b496004c7,0.125,1,8
6c5a08520c12dd7ba151ea9088f70112,0.125,1,8
e66252209d0e2ff1d1b057ce81741855,0.125,1,8
e0b8dccfc7a00e36c76dfda29b905e9b,0.125,1,8
f034767a3f7ffb7450d4eba72dbaec96,0.125,1,8
2c15aa364175dbd9c067aad9451c9fd8,0.125,1,8
417f40f5894e6301f956944ed2949fe6,0.125,1,8
cf1427d604cc1a056f73293d72581d04,0.125,1,8
b6b0eb78a5d3a477070df55d629198d6,0.125,1,8
a4abf8b60a420e0344725d10914321cd,0.125,1,8
9d788f16fd488ed57d4024ef7d2cd535,0.125,1,8
63c59fc1e7a2b4f9d38e40427b66201e,0.125,1,8
6f0edd6cb803f040717d9c17d040f155,0.125,1,8
749a5c70904460fc82f0d2df518bf690,0.125,1,8
3d876f7ef12130a37d15fb11bd15a700,0.125,1,8
4b4582051dcdae4ca2cd6bc8dc539089,0.125,1,8
f3182e33e1d6cdac9368365b4da8e7b6,0.125,1,8
897c90f013459fbeef232fc5410bc51f,0.125,1,8
